TE,NP,NU
6522685000,,ЧЕРВОНОПОЛЯНСЬКА/С.ЧЕРВОНА ПОЛЯНА
6522685001,С,ЧЕРВОНА ПОЛЯНА
6522685004,С,СТАРОЛУК'ЯНІВКА
6522900000,,ІВАНІВСЬКИЙ РАЙОН/СМТ ІВАНІВКА
6522955000,,СЕЛИЩА МІСЬКОГО ТИПУ ІВАНІВСЬКОГО Р-НУ
6522955100,Т,ІВАНІВКА
6522980000,,СІЛЬРАДИ ІВАНІВСЬКОГО Р-НУ
6522980500,,БАЛАШІВСЬКА/С.БАЛАШОВЕ
6522980501,С,БАЛАШОВЕ
6522980503,С,КВІТКОВЕ
6522981000,,БЛАГОДАТНЕНСЬКА/С.БЛАГОДАТНЕ
6522981001,С,БЛАГОДАТНЕ
6522981002,С,ТИМОФІЇВКА
6522981200,,ВОСКРЕСЕНСЬКА/С.ВОСКРЕСЕНКА
6522981201,С,ВОСКРЕСЕНКА
6522981202,С,МИХАЙЛІВКА
6522981500,,ДРУЖБІВСЬКА/С.ДРУЖБІВКА
6522981501,С,ДРУЖБІВКА
6522982400,,ЛЮБИМІВСЬКА/С.ЛЮБИМІВКА
6522982401,С,ЛЮБИМІВКА
6522983000,,НОВОВАСИЛІВСЬКА/С.НОВОВАСИЛІВКА
6522983001,С,НОВОВАСИЛІВКА
6522983600,,НОВОДМИТРІВСЬКА/С.НОВОДМИТРІВКА ДРУГА
6522983601,С,НОВОДМИТРІВКА ДРУГА
6522983602,С,ДМИТРІВКА
6522983603,Щ,НОВОЗНАМЕНКА
6522983604,Щ,ФЕДОРІВКА
6522983800,,НОВОМИКОЛАЇВСЬКА/С.НОВОМИКОЛАЇВКА
6522983801,С,НОВОМИКОЛАЇВКА
6522983802,С,ШИРОКА БАЛКА
6522984000,,НОВОСЕМЕНІВСЬКА/С.НОВОСЕМЕНІВКА
6522984001,С,НОВОСЕМЕНІВКА
6522984002,С,МАРТІВКА
6522984800,,ПЕРШОТРАВНЕВА/С.ПЕРШОТРАВНЕВЕ
6522984801,С,ПЕРШОТРАВНЕВЕ
6522985900,,ТРОХИМІВСЬКА/С.ТРОХИМІВКА
6522985901,С,ТРОХИМІВКА
6522985902,С,ЗАХАРІВКА
6522985903,С,ЩАСЛИВЕ
6522985904,С,НОВОДМИТРІВКА ПЕРША
6522986500,,УКРАЇНСЬКА/С.УКРАЇНСЬКЕ
6522986501,С,УКРАЇНСЬКЕ
6522986502,С,ЗЕЛЕНИЙ ГАЙ
6522987000,,АГАЙМАНСЬКА/С.АГАЙМАНИ
6522987001,С,АГАЙМАНИ
6522987400,,ШОТІВСЬКА/С.ШОТІВКА
6522987401,С,ШОТІВКА
6522987402,Щ,ВЕСЕЛІВКА
6523200000,,КАЛАНЧАЦЬКИЙ РАЙОН/СМТ КАЛАНЧАК
6523255000,,СЕЛИЩА МІСЬКОГО ТИПУ КАЛАНЧАЦЬКОГО Р-НУ
6523255100,Т,КАЛАНЧАК
6523255400,Т,МИРНЕ
6523280000,,СІЛЬРАДИ КАЛАНЧАЦЬКОГО Р-НУ
6523281100,,ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА
6523281101,С,ОЛЕКСАНДРІВКА
6523281300,,ОЛЕКСІЇВСЬКА/С.ОЛЕКСІЇВКА
6523281301,С,ОЛЕКСІЇВКА
6523281303,С,ПРИМОРСЬКЕ
6523282200,,ГАВРИЛІВСЬКА/С.ГАВРИЛІВКА ДРУГА
6523282201,С,ГАВРИЛІВКА ДРУГА
6523282202,С,БАБЕНКІВКА ПЕРША
6523283100,,НОВООЛЕКСАНДРІВСЬКА/С.НОВООЛЕКСАНДРІВКА
6523283101,С,НОВООЛЕКСАНДРІВКА
6523283300,,НОВОКИЇВСЬКА/С.НОВОКИЇВКА
6523283301,С,НОВОКИЇВКА
6523283400,,НОВОПАВЛІВСЬКА/С.НОВОПАВЛІВКА
6523283401,С,НОВОПАВЛІВКА
6523284400,,ПРИВІЛЬСЬКА/С.ПРИВІЛЛЯ
6523284401,С,ПРИВІЛЛЯ
6523284402,С,БАБЕНКІВКА ДРУГА
6523284403,С,ВЕРБОВЕ
6523284404,С,МАКСИМА ГОРЬКОГО
6523285500,,РОЗДОЛЬНЕНСЬКА/С-ЩЕ РОЗДОЛЬНЕ
6523285501,Щ,РОЗДОЛЬНЕ
6523286600,,ХОРЛІВСЬКА/С.ХОРЛИ
6523286601,С,ХОРЛИ
6523287700,,ЧЕРВОНОЧАБАНСЬКА/С.ПРЕОБРАЖЕНКА
6523287701,С,ПРЕОБРАЖЕНКА
6523287702,С,КАЇРКА
6523287703,С,МАКАРІВКА
6523287704,С,ПАМ'ЯТНИК
6523287705,С,ПОЛЬОВЕ
6523287706,С,СТАВКИ
6523500000,,КАХОВСЬКИЙ РАЙОН/М.КАХОВКА
6523555000,,СЕЛИЩА МІСЬКОГО ТИПУ КАХОВСЬКОГО Р-НУ
6523555100,Т,ЛЮБИМІВКА
6523555102,Щ,ЗАВІТНЕ
6523580000,,СІЛЬРАДИ КАХОВСЬКОГО Р-НУ
6523580500,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
6523580501,С,ВАСИЛІВКА
6523580502,С,КОМИШАНКА
6523580503,С,ЛУК'ЯНІВКА
6523580504,С,СОФІЇВКА
6523580700,,ВОЛИНСЬКА/С-ЩЕ ВОЛИНСЬКЕ
6523580701,Щ,ВОЛИНСЬКЕ
6523580702,Щ,ОСТАПЕНКА
6523581000,,ДМИТРІВСЬКА/С.ДМИТРІВКА
6523581001,С,ДМИТРІВКА
6523581002,С,ДІБРОВА
6523581500,,ДУДЧИНСЬКА/С.ДУДЧИНЕ
6523581501,С,ДУДЧИНЕ
6523581502,С,ЛЮБИМО-МАР'ЇВКА
6523581503,С,ЛЮБИМО-ПАВЛІВКА
6523581800,,ЗАОЗЕРНЕНСЬКА/С.ОЛЬГІВКА
6523581801,С,ЗАОЗЕРНЕ
6523581802,С,ОЛЬГІВКА
6523582000,,КАМ'ЯНСЬКА/С.КАМ'ЯНКА
6523582001,С,КАМ'ЯНКА
6523582003,С,СЕРГІЇВКА
6523582004,С,ЦУКУРИ
6523582005,С,ЧЕРВОНЕ ПОДІЛЛЯ
6523582500,,КОРОБКІВСЬКА/С.КОРОБКИ
6523582501,С,КОРОБКИ
6523582700,,КОСТОГРИЗІВСЬКА/С.КОСТОГРИЗОВЕ
6523582701,С,КОСТОГРИЗОВЕ
6523582703,С,БОГДАНІВКА
6523582705,С,НАТАЛІВКА
6523583500,,МАЛОКАХОВСЬКА/С.МАЛОКАХОВКА
6523583501,С,МАЛОКАХОВКА
6523583600,,НОВОКАМ'ЯНСЬКА/С.НОВОКАМ'ЯНКА
6523583601,С,НОВОКАМ'ЯНКА
6523583800,,РОЗДОЛЬНЕНСЬКА/С.РОЗДОЛЬНЕ
6523583801,С,РОЗДОЛЬНЕ
6523583802,С,ВІЛЬНА УКРАЇНА
6523584000,,РОЗО-ЛЮКСЕМБУРГСЬКА/С-ЩЕ ФЕДОРІВКА
6523584001,Щ,ФЕДОРІВКА
6523584002,Щ,СЛИНЕНКА
6523584003,Щ,СОКИРКИ
6523584500,,СЕМЕНІВСЬКА/С.СЕМЕНІВКА
6523584501,С,СЕМЕНІВКА
6523584700,,СЛОБІДСЬКА/С.АРХАНГЕЛЬСЬКА СЛОБОДА
6523584701,С,АРХАНГЕЛЬСЬКА СЛОБОДА
6523585000,,ТАВРИЧАНСЬКА/С.ТАВРИЧАНКА
6523585001,С,ТАВРИЧАНКА
6523585002,С,МАР'ЯНІВКА
6523585003,С,СКВОРЦІВКА
6523585004,С,СОЛІДАРНЕ
6523585500,,ЧЕРВОНОПЕРЕКОПСЬКА/С-ЩЕ ЗЕЛЕНИЙ ПІД
6523585501,Щ,ЗЕЛЕНИЙ ПІД
6523585502,Щ,ЗЕЛЕНА РУБАНІВКА
6523585503,С,КАЛИНІВКА
6523585504,С,ПЕТРОПАВЛІВКА
6523585505,С,ПОДІВКА
6523585506,С,ПРОСТОРНЕ
6523586000,,ЧОРНЯНСЬКА/С.ЧОРНЯНКА
6523586001,С,ЧОРНЯНКА
6523586500,,ЧОРНОМОРІВСЬКА/С.ЧОРНОМОРІВКА
6523586501,С,ЧОРНОМОРІВКА
6523800000,,НИЖНЬОСІРОГОЗЬКИЙ РАЙОН/СМТ НИЖНІ СІРОГОЗИ
6523855000,,СЕЛИЩА МІСЬКОГО ТИПУ НИЖНЬОСІРОГОЗЬКОГО Р-НУ
6523855100,Т,НИЖНІ СІРОГОЗИ
6523880000,,СІЛЬРАДИ НИЖНЬОСІРОГОЗЬКОГО Р-НУ
6523880200,,АНАТОЛІВСЬКА/С.АНАТОЛІВКА
6523880201,С,АНАТОЛІВКА
6523880202,С,ДОГМАРІВКА
6523880400,,БРАТСЬКА/С.БРАТСЬКЕ
6523880401,С,БРАТСЬКЕ
6523880402,С,ЗАПОВІТНЕ
6523880500,,ВЕРБІВСЬКА/С.ВЕРБИ
6523880501,С,ВЕРБИ
6523880502,С,ЗЕРНОВЕ
6523880503,С,ДОНЦОВЕ
6523880504,С,ПАРТИЗАНИ
6523880505,С,ЧЕХОВКА
6523881000,,ВЕРХНЬОСІРОГОЗЬКА/С.ВЕРХНІ СІРОГОЗИ
6523881001,С,ВЕРХНІ СІРОГОЗИ
6523881500,,ВЕРХНЬОТОРГАЇВСЬКА/С.ВЕРХНІ ТОРГАЇ
6523881501,С,ВЕРХНІ ТОРГАЇ
6523882000,,ВІЛЬНЕНСЬКА/С-ЩЕ ВІЛЬНЕ
6523882001,С,ВІЛЬНЕ
6523882002,С,ЗМАГАННЯ
6523882003,С,НОВОРОГАЧИНСЬКЕ
6523882500,,ДЕМ'ЯНІВСЬКА/С.ДЕМ'ЯНІВКА
6523882501,С,ДЕМ'ЯНІВКА
6523883000,,НИЖНЬОТОРГАЇВСЬКА/С.НИЖНІ ТОРГАЇ
6523883001,С,НИЖНІ ТОРГАЇ
6523883300,,НОВООЛЕКСАНДРІВСЬКА/С.НОВООЛЕКСАНДРІВКА
6523883301,С,НОВООЛЕКСАНДРІВКА
6523883500,,НОВОПЕТРІВСЬКА/С.НОВОПЕТРІВКА
6523883501,С,НОВОПЕТРІВКА
6523883502,С,КОСАКІВКА
6523884000,,ПЕРШОПОКРОВСЬКА/С.ПЕРШОПОКРОВКА
6523884001,С,ПЕРШОПОКРОВКА
6523884002,С,БОГДАНІВКА
6523884300,,СІРОГОЗЬКА/С-ЩЕ СІРОГОЗИ
6523884301,Щ,СІРОГОЗИ
6523884500,,СТЕПНЕНСЬКА/С.СТЕПНЕ
6523884501,С,СТЕПНЕ
6523884503,Щ,ДАЛЬНЕ
6524100000,,НОВОВОРОНЦОВСЬКИЙ РАЙОН/СМТ НОВОВОРОНЦОВКА
6524155000,,СЕЛИЩА МІСЬКОГО ТИПУ НОВОВОРОНЦОВСЬКОГО Р-НУ
6524155100,Т,НОВОВОРОНЦОВКА
6524180000,,СІЛЬРАДИ НОВОВОРОНЦОВСЬКОГО Р-НУ
6524180500,,БІЛЯЇВСЬКА/С.БІЛЯЇВКА
6524180501,С,БІЛЯЇВКА
6524180502,С,УКРАЇНКА
6524181000,,ГАВРИЛІВСЬКА/С.ГАВРИЛІВКА
6524181001,С,ГАВРИЛІВКА
6524181500,,ДУДЧАНСЬКА/С.ДУДЧАНИ
6524181501,С,ДУДЧАНИ
6524182000,,ЗОЛОТОБАЛКІВСЬКА/С.ЗОЛОТА БАЛКА
6524182001,С,ЗОЛОТА БАЛКА
6524182500,,ХРЕЩЕНІВСЬКА/С.ХРЕЩЕНІВКА
6524182501,С,ХРЕЩЕНІВКА
6524182502,Щ,ЛЕНІНСЬКЕ
6524182503,С,ПЕТРІВКА
6524182504,С,ШЕВЧЕНКІВКА
6524182800,,ЛЮБИМІВСЬКА/С.ЛЮБИМІВКА
6524182801,С,ЛЮБИМІВКА
6524183000,,МИРОЛЮБІВСЬКА/С.МИРОЛЮБІВКА
6524183001,С,МИРОЛЮБІВКА
6524183002,С,ТРУДОЛЮБІВКА
6524183500,,МИХАЙЛІВСЬКА/С.МИХАЙЛІВКА
6524183501,С,МИХАЙЛІВКА
6524183900,,НОВООЛЕКСАНДРІВСЬКА/С.НОВООЛЕКСАНДРІВКА
6524183901,С,НОВООЛЕКСАНДРІВКА
6524184000,,НОВОВОСКРЕСЕНСЬКА/С.НОВОВОСКРЕСЕНСЬКЕ
6524184001,С,НОВОВОСКРЕСЕНСЬКЕ
6524184500,,ОСОКОРІВСЬКА/С.ОСОКОРІВКА
6524184501,С,ОСОКОРІВКА
6524185000,,ПЕТРОПАВЛІВСЬКА/С.ПЕТРОПАВЛІВКА
6524185001,С,ПЕТРОПАВЛІВКА
6524185002,С,МАЙСЬКЕ
6524185003,С,ЧЕРВОНЕ
6524400000,,НОВОТРОЇЦЬКИЙ РАЙОН/СМТ НОВОТРОЇЦЬКЕ
6524455000,,СЕЛИЩА МІСЬКОГО ТИПУ НОВОТРОЇЦЬКОГО Р-НУ
6524455100,Т,НОВОТРОЇЦЬКЕ
6524455101,С,БЛАГОВІЩЕНКА
6524455103,С,ЗАХАРІВКА
6524455500,Т,СИВАСЬКЕ
6524480000,,СІЛЬРАДИ НОВОТРОЇЦЬКОГО Р-НУ
6524480200,,ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА
6524480201,С,ОЛЕКСАНДРІВКА
6524480202,С,КАЛИНІВКА
6524480400,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
6524480401,С,ВАСИЛІВКА
6524480402,С,ДРУЖЕЛЮБІВКА
6524480500,,ВОЛОДИМИРО-ІЛЛІНСЬКА/С.ЧУМАЦЬКИЙ ШЛЯХ
6524480501,С,ЧУМАЦЬКИЙ ШЛЯХ
6524480502,С,КАТЕРИНІВКА
6524480503,С,НОВОРЕПІВКА
6524480504,С,НОВОУКРАЇНКА
6524480505,С,СОФІЇВКА
6524481000,,ВОСКРЕСЕНСЬКА/С.ВОСКРЕСЕНКА
6524481001,С,ВОСКРЕСЕНКА
6524481300,,ГОРНОСТАЇВСЬКА/С.ГОРНОСТАЇВКА
6524481301,С,ГОРНОСТАЇВКА
6524481500,,ГРОМІВСЬКА/С.ГРОМІВКА
6524481501,С,ГРОМІВКА
6524481700,,ДИВНЕНСЬКА/С.ДИВНЕ
6524481701,С,ДИВНЕ
6524481702,С,ЛИХОДІДІВКА
6524481703,С,ПОПЕЛАК
6524481704,С,СВИРИДОНІВКА
6524481800,,ЗЕЛЕНІВСЬКА/С.ЗЕЛЕНЕ
6524481801,С,ЗЕЛЕНЕ
6524481802,С,ПЕРЕМОГА
6524482000,,НОВОМИХАЙЛІВСЬКА/С.НОВОМИХАЙЛІВКА
6524482001,С,НОВОМИХАЙЛІВКА
6524482002,С,ВОДОСЛАВКА
6524482003,С,МАЯЧКА
6524482200,,НОВОМИКОЛАЇВСЬКА/С.НОВОМИКОЛАЇВКА
6524482201,С,НОВОМИКОЛАЇВКА
6524482500,,НОВОПОКРОВСЬКА/С.НОВОПОКРОВКА
6524482501,С,НОВОПОКРОВКА
6524482503,С,ЯСНА ПОЛЯНА
6524483000,,ОДРАДІВСЬКА/С.ОДРАДІВКА
6524483001,С,ОДРАДІВКА
6524483300,,ПОДОВСЬКА/С.ПОДОВЕ
6524483301,С,ПОДОВЕ
6524483302,С,КАЧКАРІВКА
6524483800,,СЕРГІЇВСЬКА/С.СЕРГІЇВКА
6524483801,С,СЕРГІЇВКА
6524483802,С,ВОЗНЕСЕНКА
6524484000,,СИВАШІВСЬКА/С.СИВАШІВКА
6524484001,С,СИВАШІВКА
6524484002,С,ЗАОЗЕРНЕ
6524484003,С,ОВЕР'ЯНІВКА
6524484004,С,САДОВЕ
6524484500,,ФЕДОРІВСЬКА/С.ФЕДОРІВКА
6524484501,С,ФЕДОРІВКА
6524484504,С,КРИВИЙ РІГ
6524484505,С,МЕТРОПОЛЬ
6524485000,,ЧКАЛОВСЬКА/С.ЧКАЛОВЕ
6524485001,С,ЧКАЛОВЕ
6524485002,С,ВОСКРЕСЕНСЬКЕ
6524485003,С,ДВІЙНЕ
6524485004,С,КОВИЛЬНЕ
6524700000,,СКАДОВСЬКИЙ РАЙОН/М.СКАДОВСЬК
6524710000,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ СКАДОВСЬКОГО Р-НУ
6524710100,М,СКАДОВСЬК
6524755000,,СЕЛИЩА МІСЬКОГО ТИПУ СКАДОВСЬКОГО Р-НУ
6524755500,Т,ЛАЗУРНЕ
6524780000,,СІЛЬРАДИ СКАДОВСЬКОГО Р-НУ
6524780300,,АНТОНІВСЬКА/С-ЩЕ АНТОНІВКА
6524780301,Щ,АНТОНІВКА
6524780302,Щ,ОЗЕРНЕ
6524780500,,ВОЛОДИМИРІВСЬКА/С.ВОЛОДИМИРІВКА
6524780501,С,ВОЛОДИМИРІВКА
6524780502,С,ЛИМАНСЬКЕ
6524780503,С,НОВОРОСІЙСЬКЕ
6524781000,,КРАСНЕНСЬКА/С.КРАСНЕ
6524781001,С,КРАСНЕ
6524781002,Щ,СТЕПНЕ
6524781500,,МИХАЙЛІВСЬКА/С.МИХАЙЛІВКА
6524781501,С,МИХАЙЛІВКА
6524781502,С,БІЛЕНЬКЕ
6524781503,С,КАРАБУЛАТ
6524781504,С,НОВОСІЛКА
6524781505,С,ПРОМІНЬ
6524781506,С,ТРУД
6524782500,,НОВОМИКОЛАЇВСЬКА/С.НОВОМИКОЛАЇВКА
6524782501,С,НОВОМИКОЛАЇВКА
6524783000,,ПРИМОРСЬКА/С.ПРИМОРСЬКЕ
6524783001,С,ПРИМОРСЬКЕ
6524783500,,ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА
6524783501,С,ОЛЕКСАНДРІВКА
6524783504,С,МАЛООЛЕКСАНДРІВКА
6524783505,С,МИКОЛАІВКА
6524783506,С,ХАТКИ
6524784000,,БЛАГОДАТНЕНСЬКА/С-ЩЕ БЛАГОДАТНЕ
6524784001,Щ,БЛАГОДАТНЕ
6524784002,Щ,ГРУШІВКА
6524784003,Щ,ЗЕЛЕНЕ
6524784004,Щ,ПЕТРОПАВЛІВКА
6524784005,С,РАДІСНЕ
6524784300,,ТАВРІЙСЬКА/С-ЩЕ ТАВРІЯ
6524784301,Щ,ТАВРІЯ
6524784303,Щ,ВИШНЕВЕ
6524784500,,ТАРАСІВСЬКА/С.ТАРАСІВКА
6524784501,С,ТАРАСІВКА
6524784502,С,ДАРІВКА
6524784503,С,НОВОУКРАЇНКА
6524784700,,УЛЯНІВСЬКА/С.УЛЯНІВКА
6524784701,С,УЛЯНІВКА
6524784702,С,АНДРІЇВКА
6524784900,,ШЕВЧЕНКІВСЬКА/С.ШЕВЧЕНКА
6524784901,С,ШЕВЧЕНКА
6524784903,С,МАЛА АНДРОНІВКА
6524784905,С,ПЕТРІВКА
6524785000,,ШИРОКІВСЬКА/С.ШИРОКЕ
6524785001,С,ШИРОКЕ
6524785002,С,ВЕЛИКА АНДРОНІВКА
6524785003,С,ГОСТРОПОДОЛЯНСЬКЕ
6525000000,,ОЛЕШКІВСЬКИЙ РАЙОН/М.ОЛЕШКИ
6525010000,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ОЛЕШКІВСЬКОМУ Р-НУ
6525010100,М,ОЛЕШКИ
6525010101,С,САГИ
6525010103,Щ,ПОЙМА
6525055000,,СЕЛИЩА МІСЬКОГО ТИПУ ОЛЕШКІВСЬКОГО Р-НУ
6525055300,Т,БРИЛІВКА
6525055304,С,МИРНЕ
6525055700,Т,НОВА МАЯЧКА
6525080000,,СІЛЬРАДИ ОЛЕШКІВСЬКОГО Р-НУ
6525080200,,АБРИКОСІВСЬКА/С-ЩЕ АБРИКОСІВКА
6525080201,Щ,АБРИКОСІВКА
6525080500,,ВЕЛИКОКОПАНІВСЬКА/С.ВЕЛИКІ КОПАНІ
6525080501,С,ВЕЛИКІ КОПАНІ
6525080502,С,ДОБРОСІЛЛЯ
6525081000,,ВИНОГРАДІВСЬКА/С.ВИНОГРАДОВЕ
6525081001,С,ВИНОГРАДОВЕ
6525081500,,КОЗАЧЕ-ЛАГЕРСЬКА/С.КОЗАЧІ ЛАГЕРІ
6525081501,С,КОЗАЧІ ЛАГЕРІ
6525081502,С,КРИНКИ
6525082000,,КОСТОГРИЗІВСЬКА/С.КОСТОГРИЗОВЕ
6525082001,С,КОСТОГРИЗОВЕ
6525082002,С,ПОДИ
6525082500,,ПОДО-КАЛИНІВСЬКА/С.ПОДО-КАЛИНІВКА
6525082501,С,ПОДО-КАЛИНІВКА
6525082502,С,СТАРА МАЯЧКА
6525083000,,ПІДСТЕПНЕНСЬКА/С.ПІДСТЕПНЕ
6525083001,С,ПІДСТЕПНЕ
6525083002,С,ПІЩАНІВКА
6525083500,,РАДЕНСЬКА/С.РАДЕНСЬК
6525083501,С,РАДЕНСЬК
6525083502,С,ЧЕЛБУРДА
6525084000,,СОЛОНЦІВСЬКА/С.СОЛОНЦІ
6525084001,С,СОЛОНЦІ
6525084002,Щ,ПІДЛІСНЕ
6525085000,,ТАРАСІВСЬКА/С.ТАРАСІВКА
6525085001,С,ТАРАСІВКА
6525085002,С,КЛИНИ
6525085003,С,РІДНЕ
6525085005,С,ПРИВІТНЕ
6525085600,,ЩАСЛИВСЬКА/С-ЩЕ ЩАСЛИВЕ
6525085601,Щ,ЩАСЛИВЕ
6525085602,С,МАРЧЕНКА
6525085603,С,ПРИВІЛЬНЕ
6525086000,,ЮВІЛЕЙНА/С-ЩЕ ЮВІЛЕЙНЕ
6525086001,Щ,ЮВІЛЕЙНЕ
6525086002,С,ДРУЖНЕ
6525400000,,ЧАПЛИНСЬКИЙ РАЙОН/СМТ ЧАПЛИНКА
6525455000,,СЕЛИЩА МІСЬКОГО ТИПУ ЧАПЛИНСЬКОГО Р-НУ
6525455100,Т,ЧАПЛИНКА
6525455101,С,НОВЕ
6525455102,С,ЧЕРВОНИЙ ЯР
6525455300,Т,АСКАНІЯ-НОВА
6525455301,Щ,ІЛЛІНКА
6525455302,Щ,КОМИШ
6525455303,Щ,МОЛОЧНЕ
6525455304,Щ,НОВИЙ ЕТАП
6525455307,Щ,ПИТОМНИК
6525480000,,СІЛЬРАДИ ЧАПЛИНСЬКОГО Р-НУ
6525480500,,БАЛТАЗАРІВСЬКА/С.БАЛТАЗАРІВКА
6525480501,С,БАЛТАЗАРІВКА
6525480502,С,МОРОЗІВКА
6525480503,С,РАЧІВКА
6525481000,,ГРИГОРІВСЬКА/С.ГРИГОРІВКА
6525481001,С,ГРИГОРІВКА
6525481100,,ДОЛИНСЬКА/С.ДОЛИНСЬКЕ
6525481101,С,ДОЛИНСЬКЕ
6525481300,,ІВАНІВСЬКА/С.ІВАНІВКА
6525481301,С,ІВАНІВКА
6525481500,,ХРЕСТІВСЬКА/С.ХРЕСТІВКА
6525481501,С,ХРЕСТІВКА
6525481502,С,СВІТЛЕ
6525482000,,КУЧЕРЯВОВОЛОДИМИРІВСЬКА/С.КУЧЕРЯВОВОЛОДИМИРІВКА
6525482001,С,КУЧЕРЯВОВОЛОДИМИРІВКА
6525482003,С,КУДРЯВЕ
6525482300,,МАГДАЛИНІВСЬКА/С.МАГДАЛИНІВКА
6525482301,С,МАГДАЛИНІВКА
6525482302,С,АНДРІЇВКА
6525482303,С,ЧОРНА ДОЛИНА
6525482400,,НАДЕЖДІВСЬКА/С.НАДЕЖДІВКА
6525482401,С,НАДЕЖДІВКА
6525482500,,НОВОНАТАЛІВСЬКА/С.НОВОНАТАЛІВКА
6525482501,С,НОВОНАТАЛІВКА
6525482503,С,НАТАЛІВКА
6525482600,,МАРКЕЄВСЬКА/С-ЩЕ МАРКЕЄВ
6525482601,Щ,МАРКЕЄВ
6525483000,,ПАВЛІВСЬКА/С.ПАВЛІВКА
6525483001,С,ПАВЛІВКА
6525483002,С,НОВОВОЛОДИМИРІВКА
6525483100,,ПЕРШОКОСТЯНТИНІВСЬКА/С.ПЕРШОКОСТЯНТИНІВКА
6525483101,С,ПЕРШОКОСТЯНТИНІВКА
6525483500,,ПРЕОБРАЖЕНСЬКА/С.ПРЕОБРАЖЕНКА
6525483501,С,ПРЕОБРАЖЕНКА
6525483502,С,БЛАГОДАТНЕ
6525483800,,СКАДОВСЬКА/С.СКАДОВКА
6525483801,С,СКАДОВКА
6525483802,С,БІЛОЦЕРКІВКА
6525484000,,СТРОГАНІВСЬКА/С.СТРОГАНІВКА
6525484001,С,СТРОГАНІВКА
6525484700,,ХЛІБОДАРІВСЬКА/С.ХЛІБОДАРІВКА
6525484701,С,ХЛІБОДАРІВКА
6525484702,С,ВЕСЕЛЕ ДРУГЕ
6525484900,,ЧЕРВОНОПОЛЯНСЬКА/С.ЧЕРВОНА ПОЛЯНА
6525484901,С,ЧЕРВОНА ПОЛЯНА
6525484903,С,НОВИЙ ГАЙ
6525485000,,ШЕВЧЕНКІВСЬКА/С.ШЕВЧЕНКА
6525485001,С,ШЕВЧЕНКА
6525485003,С,МАЯЧИНКА
6525485005,С,РОГАЧИНКА
6800000000,,ХМЕЛЬНИЦЬКА ОБЛАСТЬ/М.ХМЕЛЬНИЦЬКИЙ
6810000000,,МІСТА ОБЛАСНОГО ПІДПОРЯДКУВАННЯ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ
6810100000,М,ХМЕЛЬНИЦЬКИЙ
6810400000,М,КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ
6810500000,М,НЕТІШИН
6810600000,М,СЛАВУТА
6810700000,М,ШЕПЕТІВКА
6810800000,М,СТАРОКОСТЯНТИНІВ
6820000000,,РАЙОНИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ
6820300000,,БІЛОГІРСЬКИЙ РАЙОН/СМТ БІЛОГІР'Я
6820355000,,СЕЛИЩА МІСЬКОГО ТИПУ БІЛОГІРСЬКОГО Р-НУ
6820355100,Т,БІЛОГІР'Я
6820355101,С,КАРАСИХА
6820355103,С,ЗАКІТ
6820355105,С,ТРОСТЯНКА
6820355109,С,УКРАЇНКА
6820355600,Т,ЯМПІЛЬ
6820355601,С,ДІДКІВЦІ
6820355602,С,ЛЕПЕСІВКА
6820355603,С,НОРИЛІВ
6820355604,С,ПАНЬКІВЦІ
6820380000,,СІЛЬРАДИ БІЛОГІРСЬКОГО Р-НУ
6820380300,,ВЕЛИКОБОРОВИЦЬКА/С.ВЕЛИКА БОРОВИЦЯ
6820380301,С,ВЕЛИКА БОРОВИЦЯ
6820380303,С,ІВАНІВКА
6820380500,,ВОРОБІЇВСЬКА/С.ВОРОБІЇВКА
6820380501,С,ВОРОБІЇВКА
6820380502,С,ПОГОРІЛЬЦІ
6820380503,С,ТИХОМЕЛЬ
6820381000,,В'ЯЗОВЕЦЬКА/С.В'ЯЗОВЕЦЬ
6820381001,С,В'ЯЗОВЕЦЬ
6820381002,С,СТАВОК
6820381500,,ГУЛІВЕЦЬКА/С.ГУЛІВЦІ
6820381501,С,ГУЛІВЦІ
6820381502,С,ЖИЖНИКІВЦІ
6820381503,С,СИНЮТКИ
6820382000,,ДЕНИСІВСЬКА/С.ДЕНИСІВКА
6820382001,С,ДЕНИСІВКА
6820382002,С,ДАНИЛІВКА
6820382003,С,КАЛИНІВКА
6820382500,,ВІКНИНСЬКА/С.ВІКНИНИ
